1496,圣诞之吻precious diary 词篇,东云太郎,爱情
1503,黑子的篮球,藤卷忠俊,竞技
1505,动物之国,雷句诚,格斗
1506,新世纪福音战士碇真嗣育成计划,高桥修,科幻|爱情
1509,大道芸-juggle,袁藤冲人,爱情
1513,Waltz华尔兹,伊坂幸太郎|大须贺惠,悬疑
1519,XBLADE刀,士贵智志,冒险|格斗
1522,逃离伊甸园,山田惠庸,冒险|恐怖
1523,欢迎加入NHK,大岩ケンヂ,爱情|宅系|高清单行
1524,直至死亡将我们分开,DOUBLE-S|高树宙,冒险|高清单行
1525,现视研,木尾士目,欢乐向|校园|宅系|高清单行
1529,谜岛少女,金月龙之介,冒险|科幻
1532,四季庄青春恋曲,かなりあ由歌,后宫|高清单行
1540,机巧童子,Stan-Lee|武井宏之,格斗|魔法
1546,GREED PACKET∞,榎宫佑,科幻
1549,主将!地院家若美,YAKIUDON,欢乐向|格斗
1552,Arachnid,村田真哉,冒险
1564,漂泊者,平野耕太,冒险
1566,天球仪,瀬之たつね|高宫あや,爱情|魔法
1567,GE ~good ending~,流石景,爱情
1572,哥普拉,寺泽武一,冒险
1576,竹剑外传,五十岚あぐり|土塚理弘,竞技
1577,零式战斗,いのうえ空,冒险|格斗
1578,科学怪人传说,和月伸宏,格斗
1581,有你的小镇,濑尾公治,爱情
1586,救世之茧,森山大辅,冒险
1587,祝福之钟,虎向ひゅうら,后宫|萌系
1589,雨月 ,高山忍(高山しのぶ),冒险|耽美
1590,蓝色的除魔师,加藤和惠,冒险|格斗|魔法
1597,漫画家与助手们,ヒロユキ,欢乐向|后宫|节操|搞笑
1598,流氓侠医,史村翔|永安巧,冒险|职场
1601,伊藤润二恐怖漫画精选,伊藤润二,恐怖|高清单行
1602,童梦,大友克洋,科幻|高清单行
1603,麻辣拍档,藤泽亨,欢乐向|高清单行
1606,魔兽使少女 ,伊藤势,魔法
1610,北京的夏,松本刚,音乐舞蹈
1621,汝名艾丽斯,二宫爱|片桐いくみ,冒险|欢乐向
1633,将国之天鹰星,カトウコトノ,冒险
1634,假面教师,藤泽亨,欢乐向
1641,小茜overdrive,河下水希,欢乐向|爱情|性转换
1649,战场女武神,鬼头えん,冒险
1659,Bloody Cross,米山シヲ,神鬼
1670,20世纪少年,浦泽直树,冒险|悬疑|高清单行
1671,七龙珠完全版,鸟山明,冒险
1673,黄昏少女X记忆丧失,めいびい,校园|悬疑
1679,黑月之王和苍碧之月的公主,中山文十郎|绯贺ゆかり(绯贺由香理),后宫
1687,狂欢节,御巫桃也,冒险
1700,明日小偷,外薗昌也|别天荒人,科幻|爱情
1702,秋叶原@DEEP,石田衣良,冒险|宅系
1707,女王的百年密室,スズキユカ,悬疑
1709,潘朵拉之心,望月淳,魔法
1714,秋叶原警署,瀨尾浩史,欢乐向|侦探|宅系
1723,ILEGENES黑耀的轨迹,桑原水菜|石据カチル(石据花散),科幻
1731,东京ESP,濑川はじめ,冒险|悬疑
1737,黑蔷薇爱丽斯,水城雪可奈,爱情
1745,Lovecraft,DC Comics,恐怖|历史
1748,AIKA ZERO,千树りおん,欢乐向
1751,碧海的Aion,影崎由那,冒险
1755,少林寺第8铜人,邱福龙,冒险
1758,美女日记,南稜,欢乐向|爱情
1764,喧闹少女,鸣子ハナハル,欢乐向
1772,阿波罗之歌,手冢治虫,冒险
1779,诡辩学派 四谷前辈的怪谈,古馆春一,神鬼|恐怖
1781,网络情人,大岛永远,爱情
1783,武神108,温日良,格斗
1790,光晕：地狱伞兵,Marvel Comics,科幻
1791,天体战士,くぼたまこと,欢乐向
1792,大侠传奇,冯志明,格斗
1793,宇宙兄弟,小山宙哉,科幻|高清单行
1794,少年刑警,安童夕马|朝基胜士,侦探
1799,小职员周记,林律雄|高井研一郎,欢乐向|职场
1800,黑豹列传,马荣成,格斗
1803,糖果子弹,杉基イクラ,恐怖|百合
1807,神州奇侠,冯志明,格斗
1808,玫瑰契约,上田伦子,爱情
1813,学园NIGHTMARE,方條ゆとり,神鬼|百合
1824,复生少女,祁答院慎|篠宮トシミ,校园|恐怖
1827,缘之空,水风天,爱情|后宫
1828,少爷的女仆,长谷部百合,欢乐向|爱情
1829,绯色圣战,三宅大志,冒险
1831,即使如此小镇依然转动,石黑正数,欢乐向|职场|高清单行
1836,假面女佣卫士,赤衣丸步郎,欢乐向
1837,魔力女管家,中山文十郎,欢乐向|后宫|高清单行
1842,裂口女传说,犬木加奈子,恐怖|悬疑
1846,末日,望月峰太郎,恐怖|高清单行
1847,学校怪谈,高桥叶介,校园|恐怖
1848,黑执事,枢梁,魔幻
1853,恐怖新闻II,秦次郎,神鬼|恐怖
1855,浪客行全彩版,井上雄彦,格斗
1857,学校怪谈,破邪,校园|恐怖
1858,楳图一雄恐怖剧场,楳图一雄,恐怖|高清单行
1860,欺诈游戏,甲斐谷忍,冒险
1862,我的野蛮黑龙,叶原铁|かん奈,魔法
1864,EX少年漂流,山田惠庸,冒险|恐怖
1865,王者天下,原泰久,冒险|历史|战争
1871,1/2王子,御我|蔡鴻忠,冒险|性转换
1877,死亡清扫人,きたがわ翔,冒险
1879,温瑞安群侠传,司徒剑侨,格斗
1880,蔡志忠漫画,蔡志忠,欢乐向
1885,黑色诡局,伊藤润二,恐怖|高清单行
1889,Melty_Blood2nd,桐嶋たける,冒险|格斗
1892,午夜王子,赖安,爱情
1893,天殛,马荣成|黄水斌,格斗
1902,龙战士4,壱村仁,冒险
1903,风云,马荣成,格斗|武侠
1907,14岁,楳图一雄,恐怖|高清单行
1908,洗礼,楳图一雄,恐怖|高清单行
1909,灵蛇,楳图一雄,恐怖|高清单行
1911,我是真悟,楳图一雄,恐怖|高清单行
1912,神之左手恶魔之右手,楳图一雄,恐怖|高清单行
1913,PLAY,花见泽Q太郎,校园|音乐舞蹈
1914,银河系传承MIXIM11,安西信行,冒险
1917,终极佣兵,浦泽直树,冒险|战争|高清单行
1925,邻座的怪同学,ろびこ,爱情
1947,手冢治虫短篇集,手冢治虫,冒险
1965,蝙蝠侠,黄玉郎,格斗
1967,巨人,山田芳裕,竞技
1971,守望者,DC Comics,格斗
1972,相聚一刻,高桥留美子,爱情|高清单行
1973,宅男的真爱,中臣亮,欢乐向|宅系
1974,佛祖情缘,木月明|佐藤南纪,爱情
1984,恋人们的早餐,汤町深,爱情
1991,勇午,真刈信二|赤名修,冒险
1995,风雷1,温日良,格斗
1997,四大名捕,司徒剑侨,格斗
1999,乌龙侦探事务所,渡边航,欢乐向|侦探
2003,高桥留美子奇想世界,高桥留美子,冒险|高清单行
2005,人鱼传说,高桥留美子,冒险
2006,一磅的福音,高桥留美子,爱情|竞技|高清单行
2007,爱情白皮书Ⅱ,柴门文,爱情
2010,功夫旋风儿,蛭田达也,格斗
2011,新功夫旋风儿,蛭田达也,格斗
2012,新功夫旋风儿L[忍者篇],蛭田达也,格斗
2019,天使特警-And Pure,きむらひでふみ|绯贺ゆかり(绯贺由香理),科幻|百合
2032,SIDOOH士道,高桥努(高桥ツトム),格斗|高清单行
2048,独领风骚,李崇萍,职场
2052,吸血鬼猎人D,鹰木骰子,格斗|神鬼
2053,变身小辣妹,池泽理美,冒险|爱情
2054,金田一少年之事件簿,佐藤文也|天树征丸,侦探|高清单行
2066,军火女王,高桥庆太郎,冒险
2069,绝世无双II,何志文,格斗|武侠
2073,烈火圣狱,林达永|金光铉,冒险
2075,爆裂天使,大畑晃一 ,冒险|百合
2082,12个月,冈崎真里,爱情
2083,VS协奏曲,山田圭子,音乐舞蹈
2086,99 happy soul,大岩ケンヂ,欢乐向|校园
2096,摇滚蓝蔷薇,新条真由,爱情
2097,我喜欢你铃木君,池山田刚,爱情
2109,北条司短篇集,北条司,冒险
2110,暴走俏女警,曹明动,欢乐向
2122,卡片术士西普特,金子真也,竞技
2129,爱相随LovePlus-Rinko Days,濑尾公治,爱情|校园
2132,年轻彗星的肖像,北爪宏幸,冒险|科幻
2140,圣诞之吻 Love goes on!,上乃龙也,爱情
2145,A君的战争,豪屋大介|松本规之,冒险|科幻
2146,19岁为爱不顾一切,河内由加利,爱情
2150,17岁的妈妈,樋口真里奈,爱情|生活
2155,87分署刑警威龙,松森正,冒险
2162,七人之魔道师,栗本薰|柳泽一明,冒险|魔法
2165,昨日的美食,吉永史,生活|耽美|美食
2171,18岁玛丹娜,富永裕美,爱情
2176,Alpha Flight,DC Comics,格斗
2180,AKIRA阿基拉,大友克洋,科幻
2181,爱情白皮书,柴门文,爱情
2185,拳皇2003,永仁|蔡景东,格斗
2186,拳皇2000,司徒剑侨,格斗
2187,拳皇纪念版,司徒剑侨,格斗
2189,拳皇99,许景琛,格斗
2190,拳皇2001,永仁|蔡景东,格斗
2192,天是红河岸,筱原千绘,冒险|魔法
2193,拳皇2002,永仁|蔡景东,格斗
2195,拳皇97,邓耀荣|邝世杰,格斗
2196,如来魔掌,李高,格斗
2197,阴阳路,米奇,冒险|恐怖
2198,斩魔传,阿恒,格斗
2199,拳皇96,郑世杰,格斗
2201,拳皇新传,永仁|蔡景东,格斗
2207,拳皇98,邓耀荣|邝世杰,格斗
2220,赌博启示录,福本伸行,冒险
2223,魔法战记奈叶Force,都筑真纪|绯贺ゆかり(绯贺由香理),冒险|魔法
2224,病房少女馆,叶月翼,百合
2227,爱-秘密,深月花香,爱情
2239,拳皇Ⅻ,邱福龙,格斗
2241,拳皇RX,力奇,格斗
2242,街霸VS拳皇,许景琛,格斗
2248,吸血鬼·惊情四百年,布拉姆·斯托克,神鬼
2257,一曲相思情未了,长谷部百合,爱情
2263,格斗料理人武藏,刃森尊,美食|高清单行
2265,魂之剑,刃森尊,冒险
2267,Girl Friends,森永みるく,爱情|百合
2269,半龙少女,见田竜介,魔法
2270,秘密蓓蕾,薮内优,生活
2274,爱情火辣辣,杉惠美子,爱情
2276,暗黑执法官中坊林太郎,原哲夫,侦探
2278,彼岸花盛开之夜,龙骑士07|つのはず壱郎,恐怖|悬疑
2280,爱情伤痕,滨口奈津子,爱情
2281,爱神爱不完,小越夏江,爱情
2289,爱的部落格!!,藤原晶,爱情
2296,世界末日与黎明前,浅野一二O,冒险
2299,DEMO,布莱恩 伍德,冒险
2300,Hexed魔咒缠身,Michael Alan Nelson,冒险
2301,少年同盟,堀田きいち,欢乐向
2305,今日的5年2班,樱场小春,欢乐向|校园
2307,苹果核战记,士郎正宗,科幻
2308,高达短篇,富野由悠季,科幻|机战
2310,绝世无双,何志文,格斗
2311,热血魔投辰,贞安圭,格斗
2325,番茄日和,长江朋美,欢乐向
2340,透明人,手冢治虫,冒险
2341,Eagle,川口开治,冒险|欢乐向
2343,蒐集人种,手冢治虫,冒险
2349,奇子,手冢治虫,冒险
2351,龙族,蔡景东,冒险
2352,黑龙传奇,胡绍全,冒险
2353,充神榜,陈某,冒险
2354,岳飞列传,许景琛,冒险|历史
2355,散华礼弥,服部充,冒险|爱情
2358,惑星恋人,依欢,爱情
2361,光之旅,DC Comics,冒险
